_id,sn,mda,purpose,state,lga,address,landmark,year_commissioned,valuation,lat,lng
asset_58aa6d4a72,683,Joint Admissions Matriculation Board State Office,Office Building,Kaduna,Kaduna,"Office 79, Tafawabalewa Way",,,,10.5182899,7.4359863
asset_070388d875,684,Joint Admissions Matriculation Board State Office,Office Building,Kastina,Kastina,,,,,,
asset_5407f0c9e2,689,Joint Admissions Matriculation Board State Office,Office Building,Kwara,Ilorin,"Ground Floor, ADP Building, Jebba Road, Zango",,,,8.4963657,4.5480484
asset_b58a4c8ed0,691,Joint Admissions Matriculation Board State Office,Office Building,Kogi,Lokoja,"Block 574, Salau Atima Housing Estate",Opposite Lokongoma Ohase II,,,7.802355,6.7430327
asset_1f07837c5d,692,Joint Admissions Matriculation Board State Office,Office Building,Nasarrawa,Lafia,"Former Lafia Municipal Secretariat, Emir's Palace",,,,,
asset_51a29b384f,693,Joint Admissions Matriculation Board State Office,Office Building,Plateau,Jos,"56, Murtala Mohamed Way",,,,9.9175125,8.8979401
asset_6d93bc9b90,694,Joint Admissions Matriculation Board State Office,Office Building,Ebonyi,Abakaliki,"1, Amogu Street",Near Unity Square,,,6.3208897,8.1133202
asset_24bf7c95f9,695,Joint Admissions Matriculation Board State Office,Office Building,Imo,Owerri,Ministry Of Education Complex. Okigwe Road Secretariat,,,,5.489736,7.0341973
asset_c5c08d4c33,696,Joint Admissions Matriculation Board State Office,Office Building,Osun,Oshogbo,"Technical College Premises, Iwo Road",,,,7.7791666,4.5538891
asset_e07f0e5f22,697,Joint Admissions Matriculation Board State Office,Office Building,Ogun,Abeokuta,"Premises Of Ogun State Staff Development Center, Ibrahim Babaginda Boulevard",,,,7.161,3.348
asset_d07003cc0b,698,Joint Admissions Matriculation Board State Office,Office Building,Ondo,Akure,"Quarter 92, Alagbaka Estate, IBB Avenue",Near CBN Office,,,7.2525595,5.1932647
asset_1b69c0e0d1,699,Joint Admissions Matriculation Board State Office,Office Building,Ekiti,Ado Ekiti,Iworoko Road,Opposite Christ School,,,7.6271461,5.2175762
asset_05a3936c12,700,Joint Admissions Matriculation Board State Office,Office Building,Rivers,Port harcourt,"9, Ozuzu Close D-Line",,,,4.7676576,7.0188527
asset_f4608c406d,701,Joint Admissions Matriculation Board State Office,Office Building,Bayelsa,Yenegoa,"3, Police Headquarters Road",,,,4.9334651,6.2747786
asset_d9ad8ee554,702,Joint Admissions Matriculation Board State Office,Office Building,Delta,Asaba,"Usuonia Street, By Okelue West End",,,,6.1858825,6.7297071
asset_438c703cc6,703,Joint Admissions Matriculation Board State Office,Office Building,Cross River,Calabar,"100, Mariam Road",Opposite Lokongoma Ohase II,,,4.9795999,8.3373597
asset_453df66c89,704,Joint Admissions Matriculation Board State Office,Office Building,Akwa Ibom,Uyo,Atiku Abubakar Avenue,,,,5.0454294,7.8928614
asset_85681ce6d4,705,University Of Uyo,Federal University,Akwa Ibom,Itu,Ikpa road.,,,,5.048918,7.9258275
asset_115774ceac,706,Federal University Of Technology,Federal University,Imo,,,,,,5.5859456,7.0669651
asset_9bd4e215c5,711,University Of Jos,Federal University,Plateau,Jos,"P.M.B. 2084, 930001. Jos,",,,,9.9175125,8.8979401
asset_9fbb154ecb,712,University Of Ilorin,Federal University,Kwara,Ilorin,"P.M.B 1515. Along Tanke-Oke Odo road, Ilorin.",,,,8.4963657,4.5480484
asset_ca0811dfb9,713,University Of Ibadan,Federal University,Oyo,Ibadan,"Oduduwa Road, 200132, Ibadan",,,,7.4430224,3.9039402
asset_099633b9f7,719,Obafemi Awolowo University,Federal University,Osun,Ife,P.M.B. 13: Ile-Ife: Osun: 220282,,,,7.482824,4.5604451
asset_1737be0413,720,Nnamdi Azikwe University,Federal University,Anambra,Awka,"Along Enugu-Onitsha Expressway, Ifite Road, 420110, Awka",,,,6.218947,7.0774372
asset_33d789f79f,721,National Mathematical Center,Federal University,Abuja,AMAC,"Block 332, Zone 3,P.M.B. 118, Abuja,Garki District,",,,,9.0552729,7.4662595
asset_a448af0f69,722,National Institute Of Nigerian Languages,Office Building,Abia,Aba,"P.M.B 7078 Ogbor Hill, Aba",,,,5.1128008,7.3651376
asset_3a90705227,723,Michael Opara University Of Agriculture,Office Building,Abia,Umuahia,PMB 7267 Umuahia Umudike,,,,5.5324032,7.4924165
asset_d79e8389ac,724,French Language Village,Office Building,Lagos,Badagry,"67 Old Lagos Rd, Ajara 103242, Badagry",,,,6.4393223,2.9060324
asset_3c3345a949,725,Federal University Of Technology,Office Building,Adamawa,Yola,"P.M.B. 2076, Yola",,,,9.2089255,12.4802485
asset_4c1184a903,726,Federal University Of Technology,Office Building,Niger,Minna,"Gidan Kwanu, P.M.B 65, Minna",,,,9.6187093,6.5475752
asset_f91cdfcc8a,727,Federal University Of Technology,Office Building,Ondo,Akure,"PMB, 704, 340110, Akure",,,,7.2525595,5.1932647
asset_83d6be5a70,731,Suleja Academy/Unity School,Academic Building,Niger,Suleja,"Tunga-Dikko Road, Suleja",,,,9.2081657,7.1871897
asset_7fafe949da,732,Queens College/Unity School,Academic Building,Lagos,Yaba,"Lancaster Road, Opposite Old people's Home Sabo Yaba, 101245",,,,6.5114693,3.3699982
asset_8b9873b0b9,733,Kings College/Unity School,Academic Building,Lagos,Lagos Island,"3 Catholic Mission St, Lagos Island 102273,",,,,6.4501012,3.3970111
asset_bc6b67cb05,734,Federal Technical College/Unity School,Academic Building,Kebbi,Zuru,"P.M.B 1022 ribbah road, Zuru",,,,11.436776,5.2311774
asset_9f051725d8,736,Federal Technical College/Unity School,Academic Building,Awka Ibom,Uyo,60 Ukana Offot Street PMB1082 Uyo,,,,,
asset_a9509f0a1c,737,Federal Technical College/Unity School,Academic Building,Edo,Esan North East,"Onewa Rd, 311106, Uromi",,,,6.7867315,6.4334884
asset_4dfb00a440,738,Federal Technical College/Unity School,Academic Building,Niger,Shiroro,"Along Shiroro expressway, Kuta",,,,10.0841804,6.7189286
asset_c59840b888,739,Federal Technical College/Unity School,Academic Building,Benue,Otukpo,"Along Otukpo-Utonkon Road, Otukpo",,,,7.1912599,8.1328576
asset_493785ad6b,740,Federal Technical College/Unity School,Academic Building,Abuja,Orozo,"Nyanya-Karshi Road, Orozo,",,,,9.0643305,7.4892974
asset_3103da1b6f,741,Federal Technical College/Unity School,Academic Building,Abia,Ohanso,"Asa-Akwete-Obohia Rd, Akwete",,,,5.4540953,7.5153071
asset_3d1de8b5df,742,Federal Technical College/Unity School,Academic Building,Benue,Otukpo,"PMB 2213, Utonkon Road, Otukpo",,,,7.1912599,8.1328576
asset_4ad7244c9d,743,Federal Technical College/Unity School,Academic Building,Borno,Askira,"Lassa Town, Askira LGA of southern Borno",,,,10.6516577,12.9131958
asset_299e2a96d0,744,Federal Technical College/Unity School,Academic Building,Kaduna,Kafachan,"along Kafanchan-Kagoro road, Kafanchan H8XC+HPX, 802145",,,,10.3825318,7.8533226
asset_b0a6269ba8,745,Federal Technical College/Unity School,Academic Building,Taraba,Jalingo,"By Michelin Roundabout, Magami Road, Jalingo",,,,8.894985,11.360042
asset_0c38f56c09,746,Federal Technical College/Unity School,Academic Building,Osun,Ilesha,"Off Oja Oba Ijebu Ijesha-Oke Mesi Road, Ilesha",,,,7.6245894,4.7414655
asset_b0dfd136bb,747,Federal Technical College/Unity School,Academic Building,Ekiti,Ikare Akoko,"Off Owo-Oba, Ikare Ado Ekiti Road, Ikare-Akoko",,,,7.736891,5.2738326
asset_0e314f0a31,748,Federal Science & Technical College/Unity School,Academic Building,Ekiti,Ekiti North,"ido/Usi, Usi-Ekiti",,,,7.4354332,5.2336687
asset_ea4cf0950d,749,Federal Science & Technical College/Unity School,Academic Building,Bayelsa,Tungbo,"along Sagbama-Tungbo road, Tungbo",,,,5.1258607,6.1691009
asset_3cc9ec30b6,750,Federal Science & Technical College/Unity School,Academic Building,Adamawa,Michika,"Along Lassa Road, Michika,",,,,10.577505,13.4045579
asset_8931f75e41,751,Federal Science & Technical College/Unity School,Academic Building,Lagos,Ijebu Imushin,"62 Modele St, Yaba 101241",,,,6.4550575,3.3941795
asset_3c880db096,752,Federal Science & Technical College/Unity School,Academic Building,Anambra,Awka,"Opp. St. Paul University, Zik Avenue, Awka",,,,6.218947,7.0774372
asset_d9ad39ca9c,753,Federal Science & Technical College/Unity School,Academic Building,Rivers,Ahoada,"Off Omoku-Obrikom road, Ahoada,",,,,5.0852039,6.6469605
asset_462542cf9f,754,Federal Government Girls College/Unity School,Academic Building,Adamawa,Yola,"Along Numan Road, Namtari Yola",,,,9.2089255,12.4802485
asset_bfa842382c,755,Federal Government Girls College/Unity School,Academic Building,Taraba,Wukari,"Along jalingo road,Â opposite taraba state broadcast stationÂ wukari",,,,7.8705196,9.7775523
asset_b0bd0a3766,756,Federal Government Girls College/Unity School,Academic Building,Abia,Umuahia,along Old Umuahia- Ubakala Rd,,,,5.5324032,7.4924165
asset_3e91d45553,757,Federal Government Girls College/Unity School,Academic Building,Sokoto,Tambuwal,"Tambuwal-Gadaichi-Gummi Road, Tambawel,",,,,12.3986484,4.9429866
asset_3ade75a2e4,759,Federal Government Girls College/Unity School,Academic Building,Oyo,Owinni,"Owinni Hill, Sabo Area, Oyo",,,,8.2151249,3.5642897
asset_e9f9894960,760,Federal Government Girls College/Unity School,Academic Building,Imo,Owerri,"96 Okigwe Road, P.M.B. 1075, Owerri",,,,5.489736,7.0341973
asset_5c9f9a2526,761,Federal Government Girls College/Unity School,Academic Building,Kwara,Omuaran,"Along Ilorin, Egbe Rd, Omu-Aran,",,,,8.8367891,4.6688487
asset_da21a17cc8,762,Federal Government Girls College/Unity School,Academic Building,Niger,New Bussa,"New Bussa, Niger",,,,9.883151,4.509478
asset_56b04e2a24,763,Federal Government Girls College/Unity School,Academic Building,Borno,Monguno,"Monguno, Maiduguri",,,,11.8743558,13.117669
asset_b2edf86f10,764,Federal Government Girls College/Unity School,Academic Building,Enugu,Lejja,"Lejja Rd, Nkpunano Nsukka",,,,6.7535,7.3697
